word,AoA
medico,12.0
medieval,10.0
mediocre,12.0
meditate,10.0
meditation,6.0
medium,4.0
medley,10.0
medulla,14.0
meed,13.0
meek,8.0
meekness,8.0
meerschaum,13.0
meet,2.0
meeting,2.0
megacycle,12.0
megahertz,14.0
megalith,13.0
megalomania,14.0
megaphone,10.0
megascopic,14.0
megaton,10.0
melamine,12.0
melancholia,12.0
melancholy,12.0
melange,14.0
melanin,14.0
melee,14.0
meliorate,14.0
mellifluous,14.0
mellon,2.0
mellow,6.0
melodeon,12.0
melodic,6.0
melodious,8.0
melodrama,10.0
melodramatic,12.0
melody,4.0
melon,2.0
melt,2.0
member,2.0
membership,2.0
membrane,8.0
memento,8.0
memo,8.0
memoir,8.0
memoirs,8.0
memorabilia,12.0
memorable,8.0
memorandum,8.0
memoria,6.0
memoriam,10.0
memorize,2.0
memory,2.0
men,2.0
menace,8.0
menage,12.0
menagerie,6.0
mend,2.0
mendacious,14.0
mendacity,14.0
mendicant,14.0
menfolk,4.0
menial,13.0
meningitis,10.0
meniscus,13.0
meno,14.0
menopause,12.0
Mensch,14.0
mensch,14.0
menses,12.0
menstruation,8.0
mensuration,14.0
mental,6.0
mentality,4.0
menthol,10.0
mention,4.0
mentor,12.0
menu,2.0
meow,2.0
meprobamate,13.0
mercantile,12.0
mercenary,12.0
mercerize,13.0
mercerized,14.0
merchandise,6.0
merchant,4.0
merchantman,14.0
merchantmen,14.0
merci,13.0
merciful,6.0
merciless,6.0
mercurial,13.0
mercuric,12.0
Mercurochrome,10.0
mercurous,12.0
mercury,6.0
mercy,6.0
mere,8.0
merely,6.0
meretricious,14.0
merganser,13.0
merge,8.0
merger,12.0
meridian,10.0
meridiem,12.0
meringue,10.0
merino,14.0
merit,8.0
meritocracy,14.0
meritorious,12.0
mermaid,2.0
merman,8.0
merrier,2.0
merriest,4.0
merrily,2.0
merriment,8.0
merry,2.0
merrymaking,4.0
mesa,12.0
mesalliance,13.0
mescal,14.0
mescaline,14.0
mesdames,12.0
mesentery,14.0
mesh,10.0
mesmerism,14.0
mesmerize,13.0
mesomorph,14.0
meson,12.0
mesophyll,14.0
mesquite,12.0
mess,2.0
message,2.0
messaline,14.0
messenger,2.0
Messiah,10.0
messianic,13.0
messieurs,12.0
messmate,13.0
messy,2.0
mestizo,14.0
met,4.0
metabasis,14.0
metabolism,12.0
metal,4.0
metallic,6.0
metallurgy,12.0
metamorphic,10.0
metamorphosis,10.0
metaphor,12.0
metaphoric,12.0
metaphysical,13.0
metaphysics,14.0
metastasis,13.0
metatarsal,13.0
metathesis,12.0
metathorax,13.0
metazoa,14.0
mete,14.0
metempsychosis,12.0
meteor,6.0
meteoric,13.0
meteorite,4.0
meteoroid,8.0
meteorologist,12.0
meteorology,12.0
meteout,13.0
meter,6.0
methane,12.0
methanol,13.0
methinks,12.0
method,6.0
methodical,13.0
methylene,13.0
meticulous,12.0
metier,14.0
metonymy,12.0
metric,6.0
metrical,12.0
metro,13.0
metronome,13.0
metropolis,6.0
metropolitan,8.0
mettle,14.0
mew,4.0
mezuzah,12.0
mezzanine,12.0
mezzo,14.0
mezzosoprano,10.0
mezzotint,14.0
mi,6.0
miasma,13.0
mica,10.0
mice,2.0
mickle,13.0
microbe,6.0
micrococcus,13.0
microcosm,12.0
microfarad,14.0
microfiche,12.0
microfilm,8.0
micrograph,14.0
micrometer,10.0
micron,12.0
microorganism,13.0
microphone,4.0
microphotograph,8.0
micropyle,14.0
microscope,4.0
microscopic,6.0
microwave,12.0
mid,6.0
midday,4.0
midden,13.0
middle,2.0
middleman,10.0
middleweight,8.0
middling,12.0
middlings,12.0
middy,12.0
midge,14.0
midget,2.0
midgut,8.0
midi,13.0
midinette,14.0
midiron,14.0
midland,8.0
midmost,8.0
midnight,2.0
midpoint,6.0
midrib,12.0
midriff,12.0
midshipman,12.0
midships,12.0
midst,6.0
midstream,4.0
midsummer,2.0
midway,6.0
midwife,12.0
midwinter,2.0
mien,14.0
miffed,12.0
Mig,12.0
might,4.0
mightier,2.0
mightily,6.0
mighty,2.0
mignon,14.0
mignonette,12.0
migraine,12.0
migrant,8.0
migrate,6.0
migration,6.0
migratory,10.0
mikado,14.0
mike,4.0
mil,12.0
milady,10.0
milch,14.0
mild,2.0
mildew,8.0
mildness,2.0
mile,2.0
mileage,4.0
milepost,8.0
milestone,10.0
milieu,12.0
militant,12.0
militarism,10.0
military,4.0
militate,13.0
militia,8.0
milk,2.0
milkmaid,6.0
milkman,2.0
milkrun,14.0
milkshake,2.0
milksop,13.0
milkweed,2.0
milky,2.0
mill,2.0
mille,13.0
millennium,13.0
miller,4.0
millet,12.0
milliard,13.0
milligram,13.0
millimeter,8.0
milliner,13.0
millinery,12.0
million,4.0
millionaire,2.0
millipede,10.0
millpond,6.0
millrace,12.0
millstone,6.0
millwright,12.0
milo,14.0
milord,10.0
milquetoast,14.0
mime,12.0
Mimeograph,6.0
mimic,8.0
mimicry,12.0
mimosa,13.0
minaret,14.0
minatory,14.0
mince,4.0
mincemeat,8.0
mincingly,12.0
mind,2.0
minded,12.0
mindful,8.0
mindless,12.0
mine,2.0
miner,4.0
mineral,8.0
mineralogy,6.0
minestrone,8.0
mingle,8.0
miniature,6.0
miniaturize,6.0
minimal,13.0
minimize,10.0
minimum,8.0
mining,2.0
minion,14.0
minister,2.0
ministration,14.0
ministry,4.0
miniver,14.0
mink,2.0
Minnesanger,14.0
minnow,2.0
minor,6.0
minority,8.0
minotaur,13.0
minstrel,10.0
mint,2.0
minuend,12.0
minuet,6.0
minus,2.0
minuscule,12.0
minute,2.0
minuteman,8.0
minutes,6.0
minutiae,14.0
minx,13.0
miracle,2.0
miraculous,6.0
mirage,10.0
mire,12.0
mirror,2.0
mirth,13.0
misadventure,10.0
misalliance,12.0
misanthrope,12.0
misanthropic,14.0
misapplied,8.0
misapply,8.0
misapprehension,10.0
misappropriate,13.0
misbegotten,12.0
misbehave,2.0
misbehavior,4.0
miscalculate,8.0
miscall,10.0
miscarriage,8.0
miscarry,8.0
miscast,12.0
miscegenation,13.0
miscellaneous,6.0
miscellany,8.0
mischance,8.0
mischief,6.0
mischievous,6.0
miscible,13.0
misconceive,12.0
misconception,12.0
misconduct,6.0
misconstrue,10.0
miscount,4.0
miscreant,12.0
miscue,6.0
misdeal,2.0
misdeed,8.0
misdemeanor,10.0
misdirect,4.0
miser,6.0
miserable,4.0
misericordia,13.0
misery,2.0
misfeasance,14.0
misfire,6.0
misfit,6.0
misfortune,4.0
misgiving,12.0
misguide,6.0
mishap,6.0
mishmash,12.0
misinform,8.0
misinterpret,8.0
misjudge,4.0
mislay,2.0
mislead,6.0
misleading,6.0
misled,6.0
mismanage,6.0
mismanagement,6.0
misnamed,6.0
misnomer,13.0
misogynist,14.0
misologist,13.0
misplace,2.0
misprint,2.0
misprision,12.0
mispronounce,4.0
misquote,8.0
misread,4.0
misrepresent,10.0
misrepresentation,12.0
misrule,6.0
miss,2.0
missal,13.0
misshapen,6.0
missile,4.0
missing,2.0
mission,6.0
missionary,6.0
missive,14.0
misspell,4.0
misspent,6.0
misstate,10.0
misstep,10.0
missus,12.0
mist,4.0
mistake,2.0
mistaken,2.0
mister,2.0
mistier,4.0
mistletoe,6.0
mistook,2.0
mistral,14.0
mistreat,2.0
mistress,6.0
mistrial,12.0
mistrust,6.0
misty,4.0
misunderstand,4.0
misuse,6.0
mite,8.0
miter,13.0
mitigate,14.0
mitosis,10.0
mitral,13.0
mitre,14.0
mitt,2.0
mitten,2.0
mittens,2.0
mitts,8.0
mix,2.0
mixed,4.0
mixer,2.0
mixture,2.0
mizzen,14.0
mizzenmast,14.0
mnemonic,12.0
moan,2.0
moat,6.0
mob,2.0
mobile,6.0
mobility,8.0
mobilization,12.0
mobilize,8.0
mobster,6.0
moccasin,4.0
mocha,13.0
mock,6.0
mockery,6.0
mockingbird,4.0
mod,8.0
modal,12.0
mode,12.0
model,2.0
moderate,10.0
moderation,12.0
moderato,12.0
moderator,10.0
modern,2.0
modernism,6.0
modernist,8.0
modernistic,4.0
modernize,4.0
modest,8.0
modesty,8.0
modicum,14.0
modification,10.0
modifier,8.0
modify,8.0
modish,13.0
modiste,12.0
modulate,12.0
modulation,12.0
module,8.0
modulus,12.0
modus,13.0
moeurs,14.0
mogul,12.0
mohair,12.0
Mohole,14.0
moiety,14.0
moil,13.0
moire,14.0
moist,4.0
moisten,4.0
moisture,2.0
molar,6.0
molasses,4.0
mold,6.0
moldboard,12.0
molder,14.0
molding,13.0
moldy,6.0
mole,4.0
molecule,6.0
molehill,8.0
moleskin,13.0
molest,10.0
molestation,12.0
molester,10.0
moll,12.0
mollify,13.0
mollusk,10.0
mollycoddle,14.0
molt,13.0
molten,10.0
molto,13.0
molybdenum,14.0
mom,2.0
moment,2.0
momentarily,10.0
momentary,8.0
momentous,14.0
momentum,12.0
momism,12.0
mommy,2.0
monad,13.0
monarch,6.0
monarchist,12.0
monarchy,8.0
monastery,8.0
monastic,14.0
Monday,2.0
monde,14.0
monetary,12.0
monetize,13.0
money,2.0
moneybags,10.0
moneyed,8.0
monger,13.0
mongoloidism,13.0
mongoose,13.0
mongrel,6.0
monicker,14.0
monies,14.0
monism,14.0
monition,13.0
monitor,6.0
monk,6.0
monkey,2.0
monkeyshines,6.0
monobasic,14.0
monochrome,13.0
monocle,8.0
monocotyledon,12.0
monocular,12.0
monogamy,13.0
monogram,8.0
monograph,14.0
monolith,13.0
monolog,12.0
monomania,12.0
monometallism,13.0
monometric,13.0
monomial,12.0
monoplane,13.0
monopolize,8.0
monopoly,8.0
monorail,12.0
monosyllable,12.0
monotheism,12.0
monotone,6.0
monotonous,6.0
monotony,8.0
monotype,10.0
monoxide,13.0
monseigneur,14.0
monsieur,10.0
monsignor,10.0
monsoon,10.0
monster,2.0
monstrance,14.0
monstrosity,6.0
monstrous,4.0
montage,13.0
montagnard,13.0
month,4.0
monthly,4.0
monument,4.0
monumental,12.0
moo,2.0
mooch,10.0
moocher,10.0
mood,6.0
moodily,12.0
moody,8.0
moola,8.0
moon,2.0
moonbeam,4.0
mooncalf,13.0
moonlight,2.0
moonlighting,8.0
moonlit,2.0
moonrise,2.0
moonshine,6.0
moonstone,13.0
moonstruck,10.0
moor,12.0
moorage,13.0
mooring,13.0
moorings,12.0
moorland,12.0
moose,2.0
moot,14.0
mop,2.0
mope,6.0
moped,6.0
mopped,4.0
moppet,12.0
moraine,13.0
moral,6.0
morale,8.0
moralist,12.0
morality,12.0
moralize,12.0
morally,8.0
morals,12.0
morass,14.0
moratorium,14.0
moray,14.0
morbid,10.0
morceau,14.0
mordant,14.0
more,2.0
morel,12.0
moreover,8.0
mores,13.0
morganatic,13.0
morgen,14.0
morgue,6.0
moribund,14.0
morn,4.0
morning,2.0
morocco,13.0
moron,6.0
morose,12.0
morpheme,14.0
morphine,6.0
morphology,14.0
Morris,12.0
morrow,12.0
morsel,8.0
mortal,8.0
mortality,12.0
mortally,12.0
mortar,10.0
mortarboard,14.0
mortgage,6.0
mortgagee,12.0
mortician,8.0
mortify,12.0
mortise,13.0
mortmain,14.0
mortuary,8.0
mosaic,12.0
mosey,10.0
Moslem,6.0
mosque,13.0
mosquito,4.0
moss,4.0
mossback,12.0
mossy,6.0
most,2.0
mostly,4.0
mot,13.0
mote,12.0
motel,2.0
motet,14.0
moth,2.0
mothball,2.0
mother,2.0
motherhood,2.0
motherland,8.0
motherless,4.0
motherly,4.0
motif,14.0
motile,14.0
motility,13.0
motion,2.0
motionless,6.0
motivate,13.0
motive,8.0
motley,14.0
motor,2.0
motorboat,2.0
motorcade,8.0
motorcar,2.0
motorcycle,2.0
motorist,6.0
motorman,13.0
mottle,14.0
mottled,13.0
motto,6.0
moujik,14.0
mould,8.0
moulder,14.0
mouldy,13.0
moult,14.0
mound,4.0
mount,4.0
mountain,4.0
mountaineer,4.0
mountainous,6.0
mountainside,2.0
mountebank,14.0
mounted,4.0
mounting,8.0
mourn,6.0
mourner,8.0
mournful,6.0
mourning,6.0
mouse,2.0
mouser,12.0
mousetrap,2.0
mousse,13.0
mousseline,14.0
moustache,4.0
mousy,12.0
mouth,2.0
mouthful,8.0
mouthpiece,6.0
mouton,12.0
movable,2.0
move,2.0
movement,12.0
mover,4.0
movie,2.0
moving,10.0
mow,4.0
mower,2.0
mown,12.0
moxie,13.0
mu,12.0
much,2.0
muchacha,10.0
muchacho,10.0
mucilage,10.0
muck,8.0
mucker,12.0
muckrake,14.0
mucous,10.0
mucus,8.0
mud,2.0
mudder,14.0
muddier,2.0
muddle,8.0
muddy,2.0
mudguard,10.0
muerte,14.0
muezzin,13.0
muff,8.0
muffin,2.0
muffle,6.0
muffler,4.0
mufti,14.0
mug,4.0
muggy,6.0
mugwump,13.0
mujer,14.0
mulatto,12.0
mulberry,4.0
mulch,13.0
mulct,13.0
mule,2.0
muleteer,12.0
mulish,8.0
mull,10.0
mullah,14.0
mullein,14.0
mullet,12.0
mulligan,10.0
mulligatawney,12.0
mullion,14.0
multifarious,13.0
Multigraph,13.0
multilateral,10.0
Multilith,14.0
multimillionaire,6.0
multiparous,14.0
multiple,12.0
multiplex,12.0
multiplicand,12.0
multiplication,2.0
multiplicity,12.0
multiplied,2.0
multiplier,2.0
multiply,2.0
multistage,8.0
multitude,8.0
multitudinous,10.0
multuminparvo,14.0
mum,10.0
mumble,4.0
mummer,12.0
mummery,14.0
mummify,14.0
mummy,4.0
mumps,2.0
mumsie,6.0
munch,4.0
mundane,14.0
municipal,10.0
municipality,12.0
munificence,14.0
munificent,13.0
munitions,12.0
muon,12.0
mural,8.0
murder,2.0
murderer,2.0
murderous,4.0
muriaticacid,14.0
murk,12.0
murky,12.0
murmur,4.0
murphy,13.0
muscat,14.0
muscatel,13.0
muscid,14.0
muscle,4.0
muscly,14.0
Muscovite,12.0
muscovite,13.0
muscular,4.0
muse,12.0
musette,12.0
museum,2.0
mush,2.0
mushroom,2.0
mushy,12.0
music,2.0
musical,2.0
musicale,12.0
musician,2.0
musk,12.0
muskeg,13.0
muskellunge,14.0
musket,6.0
musketeer,8.0
musketry,8.0
muskie,13.0
muskmelon,8.0
muskox,8.0
muskrat,6.0
musky,12.0
Muslim,12.0
muslin,8.0
muss,6.0
mussel,12.0
must,4.0
mustache,4.0
mustang,8.0
mustard,2.0
muster,8.0
musty,12.0
mutable,13.0
mutant,12.0
mutation,13.0
mute,8.0
mutilate,8.0
mutilation,10.0
mutineer,10.0
mutiny,6.0
mutt,4.0
mutter,4.0
mutton,6.0
muttonhead,8.0
mutual,10.0
muy,12.0
muzhik,13.0
muzzle,6.0
my,2.0
mycology,14.0
myelitis,13.0
mynah,12.0
myocardia,12.0
myopia,13.0
myopic,14.0
myriad,12.0
myriapods,14.0
myrrh,12.0
myrtle,13.0
myself,2.0
mysterious,6.0
mystery,2.0
mystic,12.0
mystical,12.0
mysticism,12.0
mystify,8.0
myth,8.0
mythical,8.0
mythology,10.0
nab,6.0
nabob,14.0
nacelle,13.0
nacre,13.0
nadir,13.0
nag,6.0
naiad,14.0
naif,13.0
nail,2.0
nailbiter,8.0
nailer,2.0
nails,2.0
nainsook,13.0
naissance,14.0
naive,12.0
naivete,12.0
naked,4.0
nakedness,2.0
name,2.0
nameless,6.0
namely,12.0
namesake,8.0
naming,2.0
nankeen,13.0
nanny,2.0
nanosecond,13.0
nap,2.0
napalm,13.0
nape,12.0
napery,13.0
naphtha,13.0
naphthaline,13.0
napkin,2.0
napoleon,13.0
narcissistic,14.0
narcissus,12.0
narcosis,12.0
narcotic,4.0
narghile,14.0
narrate,8.0
narration,8.0
narrative,10.0
narrator,6.0
narrow,2.0
narrowness,6.0
narrows,8.0
narwhal,12.0
nary,12.0
NASA,12.0
nasal,6.0
nascent,13.0
nastier,8.0
nasturtium,14.0
nasty,4.0
natal,13.0
natatorium,13.0
natheless,13.0
nation,4.0
national,6.0
nationalism,10.0
nationality,6.0
nationalize,12.0
nationwide,6.0
native,6.0
nativity,12.0
nattily,12.0
natty,14.0
natural,4.0
naturalism,13.0
naturalist,8.0
naturalization,12.0
naturalize,13.0
naturally,6.0
nature,2.0
naught,12.0
naughtiness,4.0
naughty,2.0
nausea,8.0
nauseate,10.0
nauseous,8.0
nautical,12.0
nautilus,12.0
naval,4.0
nave,12.0
navel,4.0
navies,2.0
navigable,8.0
navigate,6.0
navigation,6.0
navigator,6.0
navvy,14.0
navy,2.0
nay,8.0
Nazi,8.0
NCO,12.0
neap,13.0
near,2.0
nearby,4.0
nearly,2.0
nearness,2.0
neat,2.0
neath,8.0
neatness,2.0
neb,13.0
nebbish,13.0
nebula,12.0
nebular,14.0
nebulous,13.0
necessarily,8.0
necessary,2.0
necessitate,8.0
necessitous,12.0
necessity,4.0
neck,2.0
neckband,8.0
neckerchief,4.0
necklace,2.0
neckpiece,12.0
necktie,4.0
neckwear,4.0
necrology,13.0
necromancy,14.0
necrophilia,14.0
necropolis,14.0
necrosis,13.0
nectar,6.0
nectarine,12.0
nee,14.0
need,2.0
needful,6.0
needle,2.0
needles,4.0
needless,6.0
needlessly,6.0
needlewoman,8.0
needlework,4.0
needs,2.0
needy,6.0
nefarious,14.0
negate,12.0
negation,13.0
negative,6.0
negativism,12.0
neglect,6.0
negligee,8.0
negligence,8.0
negligent,8.0
negligible,13.0
negotiable,12.0
negotiate,10.0
negotiation,10.0
Negro,2.0
Negroid,10.0
neigh,6.0
neighbor,2.0
neighborhood,2.0
neighboring,6.0
neighborly,2.0
nein,14.0
neither,2.0
nematode,14.0
nemesis,13.0
Nemesis,13.0
nemo,13.0
neoclassic,12.0
neolithic,14.0
neologism,12.0
neophyte,13.0
neoplasm,12.0
neoprene,12.0
nephew,6.0
nephritic,14.0
nephritis,14.0
nepotism,13.0
nerd,10.0
nerts,13.0
nerve,4.0
nerveless,12.0
nervine,10.0
nervous,4.0
nervousness,4.0
nervy,8.0
nescient,14.0
nesia,13.0
nest,2.0
nester,13.0
nestle,6.0
nestling,13.0
net,2.0
nether,13.0
nethermost,12.0
netting,12.0
nettle,12.0
network,4.0
neural,14.0
neuralgia,10.0
neurasthenia,12.0
neuritis,14.0
neurologist,12.0
neurology,10.0
neuron,13.0
neurosis,8.0
neurotic,10.0
neuter,10.0
neutral,6.0
neutrality,8.0
neutralize,8.0
neutralizer,8.0
neutron,13.0
never,2.0
nevermore,2.0
nevertheless,6.0
new,2.0
newborn,2.0
newcomer,2.0
newel,13.0
newfangled,8.0
newish,2.0
newly,8.0
newlyweds,4.0
news,2.0
newsboy,4.0
newscast,2.0
newsfront,12.0
newsletter,8.0
newspaper,2.0
newsprint,12.0
newsreel,6.0
newsstand,2.0
newsy,8.0
newt,13.0
next,2.0
nexus,14.0
niacin,12.0
nib,12.0
nibble,2.0
niblick,13.0
nice,2.0
nicety,10.0
niche,13.0
nick,6.0
nickel,2.0
nickelodeon,12.0
nickname,2.0
nicotiana,14.0
nicotine,6.0
nictitate,13.0
niece,6.0
nifty,12.0
niggard,13.0
niggardly,14.0
nigger,2.0
niggling,13.0
nigh,12.0
night,2.0
nightcap,2.0
nightdress,4.0
nightfall,2.0
nightgown,4.0
nighthawk,8.0
nightingale,4.0
nightly,6.0
nightmare,2.0
nightowl,6.0
nightshade,13.0
nightshirt,4.0
nightstick,6.0
nighttime,2.0
nihil,13.0
nihilist,13.0
Nike,12.0
nil,10.0
nimble,12.0
nimbly,12.0
nimbus,13.0
nimiety,14.0
nincompoop,6.0
nine,2.0
ninefold,8.0
ninepins,4.0
nineteen,2.0
nineteenth,2.0
ninetieth,8.0
ninety,2.0
ninny,10.0
ninth,2.0
nip,4.0
nipper,14.0
nippers,10.0
nipple,2.0
nippy,6.0
nirvana,13.0
nit,14.0
niter,14.0
nitrate,8.0
nitric,13.0
nitricacid,6.0
nitrify,12.0
nitrogen,8.0
nitroglycerine,10.0
nitrous,12.0
nitwit,6.0
nix,12.0
nixie,13.0
no,2.0
nob,12.0
nobby,13.0
nobility,6.0
noble,6.0
nobleman,6.0
nobleness,6.0
noblesse,14.0
nobody,2.0
noctambulism,13.0
nocturnal,14.0
nocturne,14.0
nod,2.0
nodded,2.0
noddle,13.0
node,12.0
nodule,12.0
Noel,4.0
noel,4.0
noes,12.0
nog,6.0
noggin,8.0
nohow,8.0
noir,14.0
noise,2.0
noiseabout,10.0
noiseless,4.0
noisier,2.0
noisiest,2.0
noisily,6.0
noisome,14.0
noisy,2.0
nom,12.0
nomad,6.0
nomadic,8.0
nomen,13.0
nomenclature,12.0
nominal,12.0
nominalism,14.0
nominally,13.0
nominate,6.0
nomination,6.0
nominative,10.0
nominee,8.0
non,8.0
nonage,13.0
nonagenarian,14.0
nonce,13.0
nonchalance,12.0
nonchalant,10.0
noncom,12.0
noncombatant,8.0
noncommissioned,10.0
noncommittal,12.0
nonconductor,8.0
nonconformist,12.0
nondescript,14.0
none,2.0
nonentity,13.0
nonessential,8.0
nonesuch,8.0
nonetheless,10.0
nonexistent,10.0
nonintervention,12.0
nonliving,4.0
nonny,12.0
nonobjective,12.0
nonpareil,13.0
nonpartisan,10.0
nonplus,14.0
nonplused,12.0
nonprofit,8.0
nonresident,2.0
nonrestrictive,12.0
nonsectarian,12.0
nonsegregated,10.0
nonsense,4.0
nonsensical,8.0
nonstop,4.0
nonsuit,13.0
nontoxic,10.0
noodle,2.0
noodles,2.0
nook,8.0
noon,2.0
noonday,2.0
noontide,14.0
noose,6.0
nope,4.0
nor,8.0
norm,14.0
normal,2.0
normally,4.0
Norse,10.0
north,4.0
northeast,2.0
northeaster,10.0
northerly,2.0
northern,2.0
northerner,2.0
northernmost,2.0
northward,2.0
northwest,2.0
northwester,10.0
nose,2.0
nosebleed,2.0
nosegay,13.0
nostalgia,13.0
noster,13.0
nostril,4.0
nostrum,14.0
nosy,4.0
not,2.0
notable,8.0
notably,12.0
notarize,12.0
notation,10.0
notch,6.0
note,2.0
notebook,6.0
noted,6.0
noteworthy,10.0
nothing,2.0
nothingness,10.0
notice,2.0
noticeable,4.0
notification,6.0
notify,6.0
notion,6.0
notional,12.0
notoriety,10.0
notorious,8.0
notwithstanding,12.0
nougat,13.0
nought,8.0
noumenon,14.0
noun,4.0
nourish,6.0
nourishment,6.0
nouveau,13.0
nova,13.0
novel,6.0
novelette,6.0
novelist,6.0
novella,14.0
novelty,8.0
November,2.0
novena,14.0
novice,12.0
novitiate,12.0
novocaine,8.0
now,2.0
nowadays,6.0
noway,8.0
noways,12.0
nowhere,4.0
nowise,12.0
noxious,13.0
nozzle,4.0
nth,14.0
nu,12.0
nuance,14.0
nubbin,12.0
nubbly,12.0
nubile,14.0
nuclear,8.0
nucleolus,14.0
nucleus,8.0
nude,6.0
nudge,6.0
nudist,6.0
nudnik,12.0
nugatory,14.0
nugget,4.0
nuisance,6.0
nullification,10.0
nullify,13.0
nullity,13.0
numb,6.0
number,2.0
numberless,8.0
numbers,2.0
numbness,6.0
numbskull,2.0
numeracy,13.0
numeral,6.0
numerate,8.0
numerator,10.0
numerical,6.0
numerology,12.0
numerous,6.0
numismatics,14.0
numskull,4.0
nun,6.0
nunc,13.0
nuncio,14.0
nunnery,12.0
nuptial,13.0
nurse,2.0
nursemaid,8.0
nursery,2.0
nurseryman,6.0
nursling,8.0
nurture,12.0
nut,2.0
nutcracker,2.0
nuthatch,13.0
nutmeat,8.0
nutmeg,6.0
nutria,14.0
nutrient,8.0
nutriment,10.0
nutrition,8.0
nutritious,10.0
nutritive,12.0
nuts,2.0
nutshell,2.0
nuttier,4.0
nutting,6.0
nutty,2.0
nuzzle,13.0
nyet,13.0
nylon,2.0
nylons,4.0
nymph,12.0
nystagmus,14.0
oaf,10.0
oak,2.0
oaken,6.0
oakum,13.0
oar,2.0
oarlock,4.0
oarsman,6.0
oases,6.0
oasis,6.0
oaten,6.0
oater,14.0
oath,4.0
oatmeal,2.0
oats,2.0
obbligato,13.0
obdurate,14.0
obedience,4.0
obedient,4.0
obeisance,14.0
obelisk,12.0
obese,13.0
obesity,12.0
obey,2.0
obfuscate,14.0
obi,13.0
obit,14.0
obiter,14.0
obituary,8.0
object,2.0
objection,4.0
objectionable,4.0
objective,12.0
objurgation,14.0
oblate,13.0
oblation,13.0
obligate,6.0
obligation,8.0
obligatory,12.0
oblige,6.0
obliged,12.0
obliging,8.0
oblique,12.0
obliquity,13.0
obliterate,12.0
oblivion,13.0
oblivious,12.0
oblong,6.0
obloquy,14.0
obnoxious,14.0
oboe,6.0
obscene,12.0
obscure,12.0
obscurity,12.0
obsequies,14.0
obsequious,13.0
observable,6.0
observance,12.0
observant,6.0
observation,6.0
observatory,6.0
observe,6.0
observer,6.0
observing,6.0
obsess,12.0
obsession,12.0
obsidian,14.0
obsolescent,13.0
obsolete,10.0
obstacle,6.0
obstetrician,10.0
obstetrics,12.0
obstinate,10.0
obstreperous,14.0
obstruct,10.0
obstruction,10.0
obstructive,10.0
obtain,6.0
obtainable,8.0
obtention,14.0
obtrude,12.0
obtrusive,13.0
obtuse,8.0
obverse,14.0
obversion,12.0
obviate,12.0
obvious,8.0
ocarina,14.0
occasion,6.0
occasional,6.0
Occident,14.0
Occidental,12.0
occiput,13.0
occlude,14.0
occlusion,13.0
occult,12.0
occultation,14.0
occupancy,12.0
occupant,8.0
occupation,6.0
occupy,6.0
occur,6.0
occurrence,8.0
ocean,2.0
oceanographer,8.0
oceanography,8.0
oceans,6.0
ocelot,13.0
ocher,13.0
ochlocracy,14.0
ocotillo,14.0
octagon,6.0
octagonal,8.0
octahedron,12.0
octameter,10.0
octane,8.0
octave,8.0
octavo,14.0
octet,8.0
octillion,12.0
October,12.0
octogenarian,13.0
octopus,2.0
octoroon,12.0
octuple,10.0
ocular,13.0
oculist,13.0
odd,2.0
oddball,6.0
oddity,6.0
oddly,6.0
odds,10.0
ode,12.0
odious,14.0
odium,13.0
odometer,10.0
odontology,14.0
odor,4.0
odoriferous,8.0
odorless,6.0
odorous,8.0
odyssey,12.0
oenology,13.0
oeuf,14.0
oeuvres,13.0
of,2.0
off,2.0
offal,14.0
offend,8.0
offender,10.0
offense,8.0
offensive,10.0
offer,2.0
offering,6.0
offertorium,14.0
offertory,13.0
offhand,6.0
office,2.0
officeholder,8.0
officer,4.0
official,6.0
officialdom,12.0
officially,8.0
officiate,10.0
officious,14.0
offish,12.0
offset,12.0
offshoot,12.0
offshore,6.0
offside,6.0
offspring,6.0
oft,12.0
often,2.0
oftentimes,10.0
ofttimes,10.0
ogive,14.0
ogle,12.0
ogre,14.0
ohm,12.0
oil,2.0
oilcloth,12.0
oilskin,10.0
oilstone,13.0
oily,4.0
ointment,6.0
okapi,14.0
okay,2.0
Okie,12.0
okra,12.0
old,2.0
olden,4.0
oldster,8.0
ole,12.0
oleaginous,13.0
oleander,13.0
olein,13.0
oleo,6.0
oleomargarine,6.0
oleometer,13.0
oleoresin,13.0
olfactory,13.0
oligarchy,12.0
olio,14.0
olive,4.0
olivine,14.0
Olympiad,14.0
Olympian,12.0
ombudsman,14.0
omega,12.0
omelet,8.0
omen,10.0
omicron,14.0
ominous,12.0
omission,8.0
omit,8.0
omnia,12.0
omnibus,10.0
omnifarious,14.0
omnipotence,12.0
omnipotent,13.0
omnipresent,14.0
omnis,14.0
omniscient,13.0
omnivore,13.0
omnivorous,14.0
on,2.0
once,2.0
oncogene,14.0
oncology,14.0
oncoming,4.0
one,2.0
onerous,14.0
ones,6.0
oneself,2.0
ongoing,8.0
onion,2.0
onionskin,8.0
onlooker,6.0
only,4.0
onomastics,12.0
onomatopoeia,12.0
onrush,8.0
onset,10.0
onside,12.0
onslaught,12.0
onto,4.0
ontogeny,14.0
ontology,14.0
onus,14.0
onward,2.0
onwards,2.0
onyx,10.0
oodles,6.0
oology,14.0
oolong,14.0
oomph,12.0
oops,2.0
ooze,6.0
